Country,Region,Election / Renewal,Year,Month,Chamber Type,Chamber Total Seats,Total women,% Of Women in Chamber,NOTES
Colombia,AME,Yes,1964,,Upper,98,0,0,
Colombia,AME,Yes,1966,,Lower,190,7,0.03684210526315789,
Colombia,AME,Yes,1966,,Upper,106,4,0.03773584905660377,
Colombia,AME,Yes,1968,,Lower,204,8,0.0392156862745098,
Colombia,AME,Yes,1968,,Upper,106,0,0,
Colombia,AME,Yes,1970,,Lower,210,9,0.04285714285714286,
Colombia,AME,Yes,1970,,Upper,118,3,0.025423728813559324,
Colombia,AME,Yes,1974,,Lower,199,12,0.06030150753768844,
Colombia,AME,Yes,1974,,Upper,112,1,0.008928571428571428,
Colombia,AME,Yes,1978,,Lower,199,10,0.05025125628140704,
Colombia,AME,Yes,1978,,Upper,112,1,0.008928571428571428,
Colombia,AME,Yes,1982,,Lower,199,7,0.035175879396984924,
Colombia,AME,Yes,1982,,Upper,114,3,0.02631578947368421,
Colombia,AME,Yes,1986,,Lower,199,9,0.04522613065326633,
Colombia,AME,Yes,1986,,Upper,114,4,0.03508771929824561,
Colombia,AME,Yes,1990,,Lower,199,17,0.08542713567839195,"A Constituent Assembly including five women, was elected on 9 December 1990."
Colombia,AME,Yes,1990,,Upper,114,1,0.008771929824561403,"A Constituent Assembly including five women, was elected on 9 December 1990."
Colombia,AME,Yes,1991,,Lower,166,17,0.10240963855421686,
Colombia,AME,Yes,1991,,Upper,100,8,0.08,
Colombia,AME,Yes,1994,,Lower,166,18,0.10843373493975904,
Colombia,AME,Yes,1994,,Upper,102,7,0.06862745098039216,
Colombia,AME,Yes,1998,,Lower,161,19,0.11801242236024845,
Colombia,AME,Yes,1998,,Upper,102,13,0.12745098039215685,
Colombia,AME,Yes,2002,,Lower,166,20,0.12048192771084337,
Colombia,AME,Yes,2002,,Upper,102,9,0.08823529411764706,
Colombia,AME,Yes,2006,,Lower,166,14,0.08433734939759036,
Colombia,AME,Yes,2006,,Upper,102,12,0.11764705882352941,
Colombia,AME,Yes,2010,,Lower,166,21,0.12650602409638553,
Colombia,AME,Yes,2010,,Upper,102,16,0.1568627450980392,
Colombia,AME,Yes,2014,,Lower,166,33,0.19879518072289157,
Colombia,AME,Yes,2014,,Upper,102,23,0.22549019607843138,
Colombia,AME,Yes,2018,MARCH,Upper,108,23,0.21296296296296297,"In July 2018, 23 women were sworn into the Senate, including two women nominated by the FARC (among 5 reserved seats). However, the election of one female senator was invalidated in September and two male senators did not take up their seats. Consequently, there were 22 women out of 105 senators."
Colombia,AME,Yes,2018,MARCH,Lower,171,32,0.1871345029239766,"Statutory number of seats: 172. 31 women were directly elected and 1 woman won a seat as runner-up vice-presidential candidate. Subsequently, one elected woman saw her election invalidated. Consequently, there were 31 women out of 171 deputies."
Comoros,SUB-SAHARAN,Yes,1978,,Single,38,0,0,First legislature of the Comoros after the country became independent in December 1975.
Comoros,SUB-SAHARAN,Yes,1982,,Single,38,0,0,
Comoros,SUB-SAHARAN,Yes,1987,,Single,42,0,0,
Comoros,SUB-SAHARAN,Yes,1993,,Single,42,1,0.023809523809523808,"Appointed Minister soon after her election, she gave up her seat in Parliament:  No women out of 42 members: 0.0%."
Comoros,SUB-SAHARAN,Yes,1996,,Single,43,0,0,
Comoros,SUB-SAHARAN,Yes,2004,,Single,33,1,0.030303030303030304,Only 18 seats directly elected
Comoros,SUB-SAHARAN,Yes,2009,,Single,33,0,0,
Comoros,SUB-SAHARAN,Yes,2015,,Single,33,1,0.030303030303030304,
Congo (Republic of),SUB-SAHARAN,Yes,1959,,Single,58,0,0,The Assembly elected before independence became the first legislature of Congo after the country became independent on 15 August 1960.
Congo (Republic of),SUB-SAHARAN,Yes,1963,,Single,55,3,0.05454545454545454,The Assembly was dissolved following a military coup d'Etat in August 1968 and replaced by the National Revolutionary Council.
Congo (Republic of),SUB-SAHARAN,Yes,1973,,Single,125,8,0.064,
Congo (Republic of),SUB-SAHARAN,Yes,1979,,Single,153,13,0.08496732026143791,
Congo (Republic of),SUB-SAHARAN,Yes,1984,,Single,153,15,0.09803921568627451,
Congo (Republic of),SUB-SAHARAN,Yes,1989,,Single,133,19,0.14285714285714285,"The Assembly was dissolved by the National Conference convened on 25 February 1991; the latter established a Transitional Parliament in June 1991, the High Council of the Republic."
Congo (Republic of),SUB-SAHARAN,Yes,1991,,Temporary Assembly,153,13,0.08496732026143791,"The Assembly was dissolved by the National Conference convened on 25 February 1991; the latter established a Transitional Parliament in June 1991, the High Council of the Republic. Responsible for drawing up a new Constitution."
Congo (Republic of),SUB-SAHARAN,Yes,1992,,Lower,125,3,0.024,
Congo (Republic of),SUB-SAHARAN,Yes,1992,,Upper,60,2,0.03333333333333333,
Congo (Republic of),SUB-SAHARAN,Yes,1993,,Lower,125,2,0.016,
Congo (Republic of),SUB-SAHARAN,Yes,1993,,Upper,60,1,0.016666666666666666,
Congo (Republic of),SUB-SAHARAN,Yes,2002,,Lower,129,12,0.09302325581395349,
Congo (Republic of),SUB-SAHARAN,Yes,2002,,Upper,60,9,0.15,"The Upper House is partially renewed; every 3 years, one half of the membership is elected."
Congo (Republic of),SUB-SAHARAN,Yes,2005,,Upper,60,8,0.13333333333333333,"The Upper House is partially renewed; every 3 years, one half of the membership is elected."
Congo (Republic of),SUB-SAHARAN,Yes,2007,,Lower,135,10,0.07407407407407407,
Congo (Republic of),SUB-SAHARAN,Yes,2008,,Lower,137,10,0.072992700729927,
Congo (Republic of),SUB-SAHARAN,Yes,2011,,Upper,72,10,0.1388888888888889,"Parline: The ""Distribution of seats according to sex"" above shows the breakdown for the senators elected in 2011: 4 women of 36 members or 11.11%. After the 2011 elections, there were 10 women in all out of 72 members, or 13.89% (Senate, 04.11.2011)."
Congo (Republic of),SUB-SAHARAN,Yes,2012,August,Lower,136,10,0.07352941176470588,
Congo (Republic of),SUB-SAHARAN,Yes,2014,,Upper,72,14,0.19444444444444445,
Congo (Republic of),SUB-SAHARAN,Yes,2017,August,Upper,71,14,0.19718309859154928,
Congo (Republic of),SUB-SAHARAN,Yes,2017,July,Lower,151,17,0.11258278145695365,
Costa Rica,AME,Yes,1949,,Single,45,0,0,Substitute members were elected at the same time as titular members until February 1962.
Costa Rica,AME,Yes,1953,,Single,45,3,0.06666666666666667,Substitute members were elected at the same time as titular members until February 1962.
Costa Rica,AME,Yes,1958,,Single,45,2,0.044444444444444446,Substitute members were elected at the same time as titular members until February 1962.
Costa Rica,AME,Yes,1962,,Single,57,1,0.017543859649122806,Substitute members were elected at the same time as titular members until February 1962.
Costa Rica,AME,Yes,1966,,Single,57,3,0.05263157894736842,
Costa Rica,AME,Yes,1970,,Single,57,4,0.07017543859649122,
Costa Rica,AME,Yes,1974,,Single,57,3,0.05263157894736842,
Costa Rica,AME,Yes,1978,,Single,57,4,0.07017543859649122,
Costa Rica,AME,Yes,1982,,Single,57,4,0.07017543859649122,
Costa Rica,AME,Yes,1986,,Single,57,6,0.10526315789473684,
Costa Rica,AME,Yes,1990,,Single,57,7,0.12280701754385964,
Costa Rica,AME,Yes,1994,,Single,57,8,0.14035087719298245,
Costa Rica,AME,Yes,1998,,Single,57,11,0.19298245614035087,
Costa Rica,AME,Yes,2002,,Single,57,18,0.3157894736842105,
Costa Rica,AME,Yes,2002,november,Single,57,20,0.3508771929824561,
Costa Rica,AME,Yes,2006,,Single,57,22,0.38596491228070173,
Costa Rica,AME,Yes,2010,,Single,57,22,0.38596491228070173,
Costa Rica,AME,Yes,2014,,Single,57,19,0.3333333333333333,
Costa Rica,AME,Yes,2018,February,Single,57,26,0.45614035087719296,
Cote d'Ivoire,SUB-SAHARAN,Yes,1960,,Single,70,0,0,First legislature of Côte d'Ivoire after the country became independent on 7 August 1960.
Cote d'Ivoire,SUB-SAHARAN,Yes,1965,,Single,85,3,0.03529411764705882,
Cote d'Ivoire,SUB-SAHARAN,Yes,1970,,Single,100,3,0.03,
Cote d'Ivoire,SUB-SAHARAN,Yes,1975,,Single,120,11,0.09166666666666666,
Cote d'Ivoire,SUB-SAHARAN,Yes,1980,,Single,147,8,0.05442176870748299,
Cote d'Ivoire,SUB-SAHARAN,Yes,1985,,Single,175,10,0.05714285714285714,
Cote d'Ivoire,SUB-SAHARAN,Yes,1990,,Single,175,8,0.045714285714285714,
Cote d'Ivoire,SUB-SAHARAN,Yes,1995,,Single,175,14,0.08,
Cote d'Ivoire,SUB-SAHARAN,Yes,2000,,Single,223,19,0.08520179372197309,
Cote d'Ivoire,SUB-SAHARAN,Yes,2011,,Single,254,28,0.11023622047244094,"The Constitutional Council invalidated the election results for 12 constituencies due to irregularities. Fresh elections were held on 26 February 2012. There is one vacant seat in the constituency of Logoualé, where the election was postponed following the death of a candidate."
Cote d'Ivoire,SUB-SAHARAN,Yes,2016,,Single,251,23,0.09163346613545817,
Cote d'Ivoire,SUB-SAHARAN,Yes,2018,March,Upper,99,19,0.1919191919191919,"In the first-ever elections to the 99-seat Senate held in March 2018, 8 out of 66 indirectly elected seats went to women (12.1%). 33 senators were later appointed by the President, of whom 11 women (April 2019). Subsequently, there were 19 women out of 99 members (19.2%). "
Croatia,EUR,Yes,1992,,Lower,138,8,0.057971014492753624,First legislature of Croatia after the country became independent on 8 October 1991. Croatian women were previously elected to the Parliament of the SFR of Yugoslavia.
Croatia,EUR,Yes,1993,,Upper,68,3,0.04411764705882353,"First legislature of Croatia after the country became independent on 8 October 1991. Croatian women were previously elected to the Parliament of the SFR of Yugoslavia. 63 directly elected, 5 appointed upper house seats"
Croatia,EUR,Yes,1995,,Lower,127,10,0.07874015748031496,
Croatia,EUR,Yes,1997,,Upper,68,3,0.04411764705882353,"63 directly elected, 5 appointed upper house seats"
Croatia,EUR,Yes,1997,November,Upper,68,4,0.058823529411764705,
Croatia,EUR,Yes,2000,,Lower,151,31,0.2052980132450331,Constitution changed in 2000: semi-presidential system becomes parliamentary.
Croatia,EUR,Yes,2003,,Single,152,27,0.17763157894736842,
Croatia,EUR,Yes,2007,,Single,153,32,0.20915032679738563,
